Produto;Modalidade de acesso;Tipo;CapEx acesso;Velocidade;Tipo de velocidade;Prontidão do Acesso PtP;Tabela regional;12 meses;24 meses;36 meses;48 meses;60 meses
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 4.888,20;R$ 4.652,99;R$ 4.432,26;R$ 4.011,64;R$ 3.617,24
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;01. SP-Capital;R$ 2.188,07;R$ 2.083,76;R$ 1.985,87;R$ 1.798,26;R$ 1.622,20
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;02. MG-Capital;R$ 2.699,81;R$ 2.570,69;R$ 2.449,52;R$ 2.217,75;R$ 2.000,30
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;03. RJ-Capital;R$ 2.742,53;R$ 2.611,34;R$ 2.488,23;R$ 2.252,77;R$ 2.031,87
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 3.829,08;R$ 3.645,22;R$ 3.472,67;R$ 3.143,45;R$ 2.834,69
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 3.845,93;R$ 3.661,25;R$ 3.487,94;R$ 3.157,26;R$ 2.847,14
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;06. PR/ES-Capital;R$ 3.845,93;R$ 3.661,25;R$ 3.487,94;R$ 3.157,26;R$ 2.847,14
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 6.046,91;R$ 5.755,54;R$ 5.482,09;R$ 4.961,48;R$ 4.473,38
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;08. SP/RJ-Interior;R$ 3.875,39;R$ 3.689,28;R$ 3.514,63;R$ 3.181,41;R$ 2.868,91
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;09. SC/ES-Interior;R$ 6.063,52;R$ 5.771,34;R$ 5.497,14;R$ 4.975,09;R$ 4.485,65
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 6.046,91;R$ 5.755,54;R$ 5.482,09;R$ 4.961,48;R$ 4.473,38
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 6.063,52;R$ 5.771,34;R$ 5.497,14;R$ 4.975,09;R$ 4.485,65
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 8.052,11;R$ 7.663,52;R$ 7.298,85;R$ 6.605,20;R$ 5.954,96
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;13. RJ-Metro;R$ 3.274,98;R$ 3.117,97;R$ 2.970,64;R$ 2.689,23;R$ 2.425,28
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 4.888,20;R$ 4.652,99;R$ 4.432,26;R$ 4.011,64;R$ 3.617,24
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 4.871,46;R$ 4.637,07;R$ 4.417,10;R$ 3.997,93;R$ 3.604,88
IP Connect;Ponto a ponto;Acesso+porta;Sem PMT;1000;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 4.888,20;R$ 4.652,99;R$ 4.432,26;R$ 4.011,64;R$ 3.617,24
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.058,76;R$ 671,88;R$ 537,48;R$ 456,53;R$ 401,99
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.144,84;R$ 720,96;R$ 574,21;R$ 486,84;R$ 428,38
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.107,37;R$ 718,14;R$ 581,53;R$ 496,38;R$ 437,91
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 875,56;R$ 573,24;R$ 466,62;R$ 399,13;R$ 352,40
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.110,28;R$ 708,31;R$ 568,32;R$ 483,31;R$ 425,77
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.160,09;R$ 735,48;R$ 588,03;R$ 499,35;R$ 439,65
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.146,99;R$ 723,01;R$ 576,15;R$ 488,60;R$ 429,97
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.217,28;R$ 778,97;R$ 626,12;R$ 532,84;R$ 469,54
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.272,04;R$ 798,25;R$ 634,47;R$ 537,49;R$ 472,79
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.204,90;R$ 754,59;R$ 599,07;R$ 507,25;R$ 446,11
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.272,04;R$ 798,25;R$ 634,47;R$ 537,49;R$ 472,79
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.208,70;R$ 758,21;R$ 602,51;R$ 510,36;R$ 448,92
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.216,13;R$ 777,88;R$ 625,07;R$ 531,90;R$ 468,68
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.269,81;R$ 796,13;R$ 632,45;R$ 535,65;R$ 471,14
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.202,66;R$ 752,47;R$ 597,04;R$ 505,41;R$ 444,46
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.219,99;R$ 768,95;R$ 612,74;R$ 519,62;R$ 457,26
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;01. SP-Capital;R$ 414,08;R$ 320,24;R$ 282,45;R$ 249,00;R$ 222,35
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;02. MG-Capital;R$ 419,32;R$ 325,22;R$ 287,19;R$ 253,29;R$ 226,22
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;03. RJ-Capital;R$ 462,70;R$ 366,50;R$ 326,49;R$ 288,85;R$ 258,27
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 417,25;R$ 323,25;R$ 285,31;R$ 251,59;R$ 224,69
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 434,57;R$ 339,74;R$ 301,01;R$ 265,80;R$ 237,49
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;06. PR/ES-Capital;R$ 434,57;R$ 339,74;R$ 301,01;R$ 265,80;R$ 237,49
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 421,47;R$ 327,27;R$ 289,14;R$ 255,05;R$ 227,80
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;08. SP/RJ-Interior;R$ 572,61;R$ 427,33;R$ 371,08;R$ 325,32;R$ 289,90
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;09. SC/ES-Interior;R$ 546,52;R$ 402,52;R$ 347,45;R$ 303,94;R$ 270,63
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 529,20;R$ 386,03;R$ 331,75;R$ 289,73;R$ 257,82
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 546,52;R$ 402,52;R$ 347,45;R$ 303,94;R$ 270,63
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 533,00;R$ 389,64;R$ 335,20;R$ 292,85;R$ 260,63
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;13. RJ-Metro;R$ 571,45;R$ 426,24;R$ 370,04;R$ 324,37;R$ 289,04
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 544,29;R$ 400,39;R$ 345,43;R$ 302,10;R$ 268,97
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 526,96;R$ 383,90;R$ 329,73;R$ 287,90;R$ 256,17
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;2;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 544,29;R$ 400,39;R$ 345,43;R$ 302,10;R$ 268,97
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.062,64;R$ 675,58;R$ 541,00;R$ 459,71;R$ 404,86
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.149,71;R$ 725,60;R$ 578,62;R$ 490,83;R$ 431,98
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.112,25;R$ 722,78;R$ 585,94;R$ 500,37;R$ 441,51
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 882,61;R$ 579,95;R$ 473,01;R$ 404,91;R$ 357,60
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.117,33;R$ 715,01;R$ 574,71;R$ 489,09;R$ 430,98
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.167,14;R$ 742,18;R$ 594,42;R$ 505,13;R$ 444,86
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.158,25;R$ 733,73;R$ 586,36;R$ 497,84;R$ 438,30
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.224,33;R$ 785,68;R$ 632,51;R$ 538,62;R$ 474,74
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.283,31;R$ 808,98;R$ 644,68;R$ 546,72;R$ 481,12
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.216,17;R$ 765,32;R$ 609,27;R$ 516,48;R$ 454,43
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.283,31;R$ 808,98;R$ 644,68;R$ 546,72;R$ 481,12
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.223,77;R$ 772,55;R$ 616,16;R$ 522,71;R$ 460,05
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.222,02;R$ 783,49;R$ 630,42;R$ 536,73;R$ 473,04
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.278,84;R$ 804,72;R$ 640,63;R$ 543,06;R$ 477,81
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.211,70;R$ 761,06;R$ 605,22;R$ 512,82;R$ 451,13
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.229,02;R$ 777,55;R$ 620,92;R$ 527,02;R$ 463,93
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;01. SP-Capital;R$ 417,97;R$ 323,94;R$ 285,97;R$ 252,19;R$ 225,22
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;02. MG-Capital;R$ 424,19;R$ 329,86;R$ 291,60;R$ 257,28;R$ 229,82
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;03. RJ-Capital;R$ 467,57;R$ 371,14;R$ 330,91;R$ 292,85;R$ 261,87
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 424,30;R$ 329,96;R$ 291,70;R$ 257,37;R$ 229,89
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 441,62;R$ 346,45;R$ 307,40;R$ 271,58;R$ 242,70
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;06. PR/ES-Capital;R$ 441,62;R$ 346,45;R$ 307,40;R$ 271,58;R$ 242,70
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 432,74;R$ 337,99;R$ 299,35;R$ 264,29;R$ 236,13
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;08. SP/RJ-Interior;R$ 579,65;R$ 434,04;R$ 377,47;R$ 331,09;R$ 295,11
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;09. SC/ES-Interior;R$ 557,79;R$ 413,24;R$ 357,66;R$ 313,17;R$ 278,95
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 540,46;R$ 396,75;R$ 341,96;R$ 298,97;R$ 266,15
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 557,79;R$ 413,24;R$ 357,66;R$ 313,17;R$ 278,95
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 548,06;R$ 403,98;R$ 348,85;R$ 305,20;R$ 271,76
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;13. RJ-Metro;R$ 577,35;R$ 431,85;R$ 375,38;R$ 329,20;R$ 293,40
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 553,32;R$ 408,98;R$ 353,61;R$ 309,51;R$ 275,65
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 535,99;R$ 392,49;R$ 337,91;R$ 295,30;R$ 262,84
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;4;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 553,32;R$ 408,98;R$ 353,61;R$ 309,51;R$ 275,65
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.066,53;R$ 679,27;R$ 544,52;R$ 462,89;R$ 407,73
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.154,58;R$ 730,23;R$ 583,03;R$ 494,83;R$ 435,58
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.117,12;R$ 727,41;R$ 590,36;R$ 504,37;R$ 445,11
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 889,66;R$ 586,66;R$ 479,40;R$ 410,69;R$ 362,81
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.124,38;R$ 721,72;R$ 581,10;R$ 494,87;R$ 436,19
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.174,19;R$ 748,89;R$ 600,80;R$ 510,90;R$ 450,07
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.169,52;R$ 744,45;R$ 596,57;R$ 507,08;R$ 446,62
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.231,38;R$ 792,39;R$ 638,89;R$ 544,40;R$ 479,95
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.294,58;R$ 819,70;R$ 654,89;R$ 555,96;R$ 489,44
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.227,44;R$ 776,04;R$ 619,48;R$ 525,72;R$ 462,76
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.294,58;R$ 819,70;R$ 654,89;R$ 555,96;R$ 489,44
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.239,07;R$ 787,10;R$ 630,02;R$ 535,25;R$ 471,35
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.227,91;R$ 789,09;R$ 635,76;R$ 541,56;R$ 477,39
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.287,87;R$ 813,31;R$ 648,81;R$ 550,46;R$ 484,49
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.220,73;R$ 769,65;R$ 613,41;R$ 520,22;R$ 457,80
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.238,05;R$ 786,14;R$ 629,10;R$ 534,42;R$ 470,60
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;01. SP-Capital;R$ 421,85;R$ 327,63;R$ 289,48;R$ 255,37;R$ 228,09
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;02. MG-Capital;R$ 429,06;R$ 334,49;R$ 296,02;R$ 261,28;R$ 233,41
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;03. RJ-Capital;R$ 472,44;R$ 375,77;R$ 335,32;R$ 296,84;R$ 265,47
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 431,34;R$ 336,67;R$ 298,08;R$ 263,15;R$ 235,10
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 448,67;R$ 353,15;R$ 313,78;R$ 277,35;R$ 247,90
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;06. PR/ES-Capital;R$ 448,67;R$ 353,15;R$ 313,78;R$ 277,35;R$ 247,90
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 444,00;R$ 348,71;R$ 309,56;R$ 273,53;R$ 244,46
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;08. SP/RJ-Interior;R$ 586,70;R$ 440,75;R$ 383,86;R$ 336,87;R$ 300,31
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;09. SC/ES-Interior;R$ 569,06;R$ 423,96;R$ 367,87;R$ 322,41;R$ 287,28
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 551,73;R$ 407,47;R$ 352,17;R$ 308,21;R$ 274,47
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 569,06;R$ 423,96;R$ 367,87;R$ 322,41;R$ 287,28
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 563,36;R$ 418,54;R$ 362,71;R$ 317,74;R$ 283,07
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;13. RJ-Metro;R$ 583,24;R$ 437,45;R$ 380,72;R$ 334,03;R$ 297,76
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 562,35;R$ 417,58;R$ 361,79;R$ 316,91;R$ 282,32
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 545,02;R$ 401,09;R$ 346,09;R$ 302,71;R$ 269,52
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 562,35;R$ 417,58;R$ 361,79;R$ 316,91;R$ 282,32
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.070,41;R$ 682,97;R$ 548,04;R$ 466,08;R$ 410,60
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.159,45;R$ 734,87;R$ 587,45;R$ 498,82;R$ 439,18
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.121,99;R$ 732,05;R$ 594,77;R$ 508,36;R$ 448,71
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 896,71;R$ 593,36;R$ 485,78;R$ 416,46;R$ 368,02
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.131,42;R$ 728,43;R$ 587,48;R$ 500,65;R$ 441,40
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.181,24;R$ 755,60;R$ 607,19;R$ 516,68;R$ 455,28
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.180,95;R$ 755,32;R$ 606,92;R$ 516,44;R$ 455,06
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.238,42;R$ 799,09;R$ 645,28;R$ 550,18;R$ 485,16
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.305,91;R$ 830,48;R$ 665,16;R$ 565,25;R$ 497,82
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.238,86;R$ 786,91;R$ 629,83;R$ 535,08;R$ 471,20
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.305,91;R$ 830,48;R$ 665,16;R$ 565,25;R$ 497,82
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.254,39;R$ 801,69;R$ 643,91;R$ 547,82;R$ 482,68
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.233,81;R$ 794,70;R$ 641,10;R$ 546,39;R$ 481,75
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.296,93;R$ 821,94;R$ 657,02;R$ 557,89;R$ 491,18
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.229,83;R$ 778,32;R$ 621,65;R$ 527,68;R$ 464,53
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.247,12;R$ 794,76;R$ 637,31;R$ 541,85;R$ 477,30
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;01. SP-Capital;R$ 425,74;R$ 331,33;R$ 293,00;R$ 258,55;R$ 230,96
IP Connect;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;02. MG-Capital;R$ 433,93;R$ 339,13;R$ 300,43;R$ 265,27;R$ 237,01
